  id   ;                 name                 ;new name;           username            ;new username;                             url                             ; iso ;new country;check;A revoir;
   377 ; Serendipity 2307                     ; Serendipity 2307                     ; Serendipity2307               ; Serendipity2307               ; http://www.serendipity2307.co.uk                            ; GB;GB;OK;;
   411 ; Kayla Hadlington                     ; Kayla Hadlington                     ; KaylaHadlington               ; KaylaHadlington               ; http://kaylahadlington.blogspot.com                         ; GB;GB;OK;;
   445 ; EJ Style                             ;EJ Style; EJStylebyEmmaHill             ;EJStyle; http://ejstylefashionblog.blogspot.co.uk                    ; GB;GB;OK;;
   494 ; Moda el amor                         ;Moda El Amor; Modaelamor                    ;ModaElAmor; http://modaelamor.blogspot.com                              ; GB;GB;OK;;
   374 ; Rachael Dobbins ?                    ;Poses with Roses; RachaelDobbins?               ;PoseswithRoses; http://www.poseswithroses.co.uk                             ; GB;GB;OK;;
   456 ; I like to wear silly hats            ; I like to wear silly hats            ; Iliketowearsillyhats          ; Iliketowearsillyhats          ; http://iliketowearsillyhats.blogspot.co.uk                  ; GB;GB;OK;;
   985 ; Caroline Roxy                        ; Caroline Roxy                        ; CarolineRoxy                  ; CarolineRoxy                  ; http://imnext.se/carolineroxy                               ; GB;GB;OK;;
   470 ; Trend of days                        ;Trend Of Days; Trendofdays                   ;TrendOfDays; http://trendofdays.blogspot.co.uk                           ; GB;GB;OK;;
   542 ; Lassie à la mode                     ; Lassie à la mode                     ; Lassieàlamode                 ; Lassieàlamode                 ; http://lassiealamode.com                                    ; GB;GB;OK;;
 13327 ; The Blonde Salad                     ; The Blonde Salad                     ; TheBlondeSalad                ; TheBlondeSalad                ; http://www.theblondesalad.com                               ; IT;IT;OK;;
   573 ; Irene's Closet                       ; Irene's Closet                       ; IrenesCloset                  ; IrenesCloset                  ; http://www.ireneccloset.com                                 ; IT;IT;OK;;
   593 ; Mecenatism                           ; Mecenatism                           ; Mecenatism                    ; Mecenatism                    ; http://www.mecenatism.com                                   ; IT;IT;OK;;
   585 ; Vanilla and Soap                     ; Vanilla and Soap                     ; VanillaandSoap                ; VanillaandSoap                ; http://www.vanillaandsoap.com                               ; IT;IT;OK;;
   596 ; Le Freaks                            ; Le Freaks                            ; LeFreaks                      ; LeFreaks                      ; http://www.lefreaks.com                                     ; IT;IT;OK;;
   559 ; I love my blog                       ;I Love My Blog; Ilovemyblog                   ;ILoveMyBlog; http://anyannachiara.blogspot.com                           ; IT;IT;OK;;
   575 ; Effe Coco                            ; Effe Coco                            ; EffeCoco                      ; EffeCoco                      ;http://effecoco.blogspot.it/; IT;IT;OK;;
   600 ; Valentina Marzullo                   ;The Chic Attitude; ValentinaMarzullo             ;TheChicAttitude; http://www.thechicattitude.com                              ; IT;IT ;OK;;
   597 ; The me fashion                       ;The ME Fashion; Themefashion                  ;TheMEFashion; http://themefashion.blogspot.com                            ; IT;IT;OK;;
   998 ; Lovely Pepa                          ; Lovely Pepa                          ; Lovelypepa                    ; LovelyPepa                    ; http://www.lovely-pepa.com                                  ; IT;IT;OK;;
   578 ; Patchwork à porter                   ; Patchwork à Porter                   ; Patchworkàporter              ; Patchworkàporter              ; http://www.patchworkporter.com                              ; IT;IT;OK;;
   557 ; Taste of fashion                     ; Taste of fashion                     ; Tasteoffashion                ; Tasteoffashion                ; http://agatatasteofashion.blogspot.it                       ; IT;IT;OK;;
   989 ; Dulce Ida                            ;Dulceida; Dulceida                      ; Dulceida                      ; http://www.dulceida.com                                     ; IT;IT;OK;;
   556 ; Once Upon a Time Blog                ; Once Upon a Time              ; OnceUponaTimeBlog             ; OnceUponaTime              ; http://www.onceupontimeblog.com                             ; IT;IT;OK;;
   563 ; The cablook                          ; The cablook                          ; Thecablook                    ; Thecablook                    ; http://www.thecablook.com                                   ; IT;IT;OK;;
   550 ; The Fashion Twice                    ; The Fashion Twice                    ; TheFashionTwice               ; TheFashionTwice               ; http://www.thefashiontwice.com                              ; IT;IT;OK;;
   552 ; Dans la valise                       ;Dans La Valise; Danslavalise                  ;DansLaValise; http://danslavalise.blogspot.com                            ; IT;IT;OK;;
   984 ; Seams For a Desire                   ; Seams For a Desire                   ; Seamsforadesire               ; SeamsForaDesire               ; http://seamsforadesire.com                                  ; IT;IT;OK;;
   572 ; Fashion Daga Lifestyle               ;FashionDaga & Lifestyle blog; FashionDagaLifestyle          ;FashionDaga&Lifestyleblog; http://fashiondagalifestyle.com                             ; IT;IT;OK;;
   591 ; Somewhere and someone                ; Somewhere and Someone                ; Somewhereandsomeone           ; SomewhereandSomeone                ; http://somewhereandsomeone.com                              ; IT;IT;OK;;
   587 ; Elisa B.                             ;The Gummy Sweet; ElisaB.                       ;TheGummySweet; http://www.thegummysweet.com                                ; IT;IT;OK;;
   570 ; Paulina Rudnicka                     ;Raroika; PaulinaRudnicka               ;Raroika; http://raroika.blogspot.com                                 ; IT;RU;OK;;
   566 ; Very fp                              ;VeryFP; VeronicaVannini               ;VeryFP; http://www.veryfp.blogspot.it                               ; IT;IT;OK;;
   577 ; Mariagrazia Ceraso                   ;Venus At Her Mirror; MariagraziaCeraso             ;VenusAtHerMirror; http://venusathermirror.blogspot.com                        ; IT;IT;OK;;
   561 ; The Shabby Labels                    ; The Shabby Labels                    ; TheShabbyLabels               ; TheShabbyLabels               ; http://www.theshabbylabels.com                              ; IT;IT;OK;;
   579 ; Lost in day dreams                   ; Lost in day dreams                   ; Lostindaydreams               ; Lostindaydreams               ; http://www.lostindaydreams.com                              ; IT;IT;OK;;
   590 ; Amemipiacecosi Blog                  ;Amemipiacecosi; AmemipiacecosiBlog            ;Amemipiacecosi; http://amemipiacecosi.blogspot.it                           ; IT;IT;OK;;
   564 ; Gloria La Borsa di Mary Poppins      ;Borsa di Mary Poppins; GloriaLaBorsadiMaryPoppins    ;BorsadiMaryPoppins; http://www.borsadimarypoppins.com                           ; IT;IT;OK;;
   588 ; TheSparklingCinnamon F.M.            ;The Sparkling Cinnamon; TheSparklingCinnamonF.M.      ;TheSparklingCinnamon; http://thesparklingcinnamon.blogspot.com                    ; IT;IT;OK;;
   555 ; Books in my bags                     ; Books in my Bags                     ; Booksinmybags                 ; BooksinmyBags                 ; http://www.booksinmybags.com                                ; IT;IT;OK;;
   582 ; Windmill of Fashion                  ; Windmill of Fashion                  ; WindmillofFashion             ; WindmillofFashion             ; http://www.windmilloffashion.com                            ; IT;IT;OK;;
   565 ; Fashion and Cookies                  ; Fashion and Cookies                  ; Vale?                         ; FashionandCookies                  ; http://www.fashionandcookies.com                            ; IT;IT;OK;;
   551 ; Fashion quite                        ; Fashion Quite                        ; Fashionquite                  ; FashionQuite                  ; http://www.fashionquite.com                                 ; IT;IT;OK;;
   993 ; Collage vintage                      ; Collage Vintage                      ; Collagevintage                ;CollageVintage; http://www.collagevintage.com                               ; IT;IT;OK;;
   576 ; D De                                 ;The Spiral D; DDe                           ;TheSpiralD; http://www.thespirald.com                                   ; IT;IT;OK;;
   981 ;; Negin Mirsalehi                      ; NeginMirsalehi                ; NeginMirsalehi                ; http://www.neginmirsalehi.com                               ; IT;IT;OK;;
   598 ; Fashionotes                          ; Fashionotes                          ; Fashionotes                   ; Fashionotes                   ; http://www.fashionotes.it                                   ; IT;IT;OK;;
   571 ; Milcaway                             ; Milcaway                             ; Milcaway                      ; Milcaway                      ; http://milcaway.blogspot.it                                 ; IT;IT;OK;;
   592 ; Marie Zamboli                        ; Marie Zamboli                        ; MarieZamboli                  ; MarieZamboli                  ; http://www.mariezamboli.com                                 ; IT;IT;OK;;
   574 ; Giulia Marchegiani                   ;Modern Shine; GiuliaMarchegiani             ;Modern Shine; http://modernshine.blogspot.com                             ; IT;IT;OK;;
   567 ; Federica Di Nardo                    ;the Cutielicious; FedericaDiNardo               ;thecutielicious; http://www.thecutielicious.com                              ; IT;IT;OK;;
   777 ; Blair B                              ;Love, Blair; BlairB                        ;Love,Blair; http://www.loveblair.com                                    ; US;US;OK;;
   607 ; Jennifer Wang                        ;Art In Our Blood; JenniferWang                  ;ArtInOurBlood; http://artinourblood.blogspot.com                           ; US;US;OK;;
   679 ; Katie G                              ;The style Duckling; KatieG                        ;ThestyleDuckling; http://thestyleduckling.blogspot.com                        ; US;US;OK;;
 13332 ; Fashion Toast                        ; Fashion Toast                        ; FashionToast                  ; FashionToast                  ; http://www.fashiontoast.com                                 ; US;US;OK;;
   672 ; Marta Pozzan                         ;It's Super Fashion; MartaPozzan                   ;It'sSuperFashion; http://www.itssuperfashion.com                              ; US;US;OK;;
   811 ; Hope Bidinger                        ;Simplyhope style; HopeBidinger                  ;Simplyhopestyle; http://simplyhopestyle.blogspot.com                         ; US;US;OK;;
   794 ; Chanelle L.                         ;The Penelope Times; ChanelleL.                   ;ThePenelopeTimes; http://thepenelopetimes.com                                 ; US;US;OK;;
   649 ; SocietyGrl Blog                      ;Society Grl; SocietyGrlBlog                ; SocietyGrl              ; http://societygrl.com                                       ; US;US ;OK;;
   674 ; Little black boots                   ;little black boots; Littleblackboots              ;littleblackboots; http://www.littleblackboots.com                             ; US;US;OK;;
   664 ; Not so naked                         ;Not So Naked; Notsonaked                    ;NotSoNaked; http://notsonaked.com.au                                    ; US;US;OK;;
   617 ; Feral Creature                       ; Feral Creature                       ; FeralCreature                 ; FeralCreature                 ; http://feralcreature.com                                    ; US;US;OK;;
   653 ; Enocha T.                            ;Locks & Trinkets; EnochaT.                      ;Locks&Trinkets; http://locksandtrinkets.com                                 ; US;US;OK;;
   734 ; Catching Couture                     ; Catching Couture                     ; MichelleForstadt              ; CatchingCouture                     ; http://catchingcouture.com                                  ; US;US;OK;;
   634 ; Devorelebeaumonstre                  ;Devore le beau monstre; Devorelebeaumonstre           ; Devorelebeaumonstre           ; http://devorelebeaumonstre.com                              ; US;US;OK;;
   655 ; KQNS Style                           ; KQNS Style                           ; KQNSStyle                     ; KQNSStyle                     ; http://www.kqnstyle.com                                     ; US;US;OK;;
   614 ; Hapa Time                            ; Hapa Time                            ; HapaTime                      ; HapaTime                      ; http://www.hapatime.com                                     ; US;US;OK;;
 13334 ; Break my Style                       ;Break My Style; BreakmyStyle                  ;BreakMyStyle; http://www.breakmystyle.com                                 ; US;US;OK;;
   787 ; Urszula Makowska                     ;FashFab; UrszulaMakowska               ;FashFab; http://fashfab.blogspot.com                                 ; US;US;OK;;
   759 ; Karen L.                             ;StreetChic TLV; KarenL.                       ;StreetChicTLV; http://streetchictlv.blogspot.com                           ; US;US;SUPP;;
   715 ; Jessie Barber                        ;MinniPenny; JessieBarber                  ;MinniPenny; http://www.minipennyblog.com                                ; US;US;OK;;
   686 ; It's not her, it's me                ; It's not her, it's me                ; Itsnotheritsme                ; Itsnotheritsme                ; http://www.itsnotheritsme.com                               ; US;US;OK;;
   623 ; Just another                         ;just another me; LisaDengler                   ;justanotherme; http://just-another.me                                      ; US;US;OK;;
   778 ; Alexis Kelly                         ;lex's wonderland; AlexisKelly                   ;lex'swonderland; http://lexswonderland.blogspot.com                          ; US;US;OK;;
   644 ; Tori Lynne                           ; Tori Lynne                           ; ToriLynne                     ; ToriLynne                     ; http://generationscollective.blogspot.com                   ; US;US;OK;;
   635 ; Skinny Hipster                       ;Skinny Hipster; SkinnyHipster                 ; SkinnyHipster                 ; http://www.skinnyhipster.com                                ; US;US;OK;;
   685 ; The Clothes Horse                    ; The Clothes Horse                    ; TheClothesHorse               ; TheClothesHorse               ; http://theclothes.blogspot.com                              ; US;US;OK;;
   657 ; P.S. Lily Boutique                   ; P.S. Lily Boutique                   ; P.S.LilyBoutique              ; P.S.LilyBoutique              ; http://pslilyboutique.com                                   ; US;US;OK;;
   738 ; Amber Wilkerson                      ;Every Once In A Style; AmberWilkerson                ;EveryOnceInAStyle; http://everyonceinastyle.com                                ; US;US;OK;;
   779 ; Danielle DeHardt                     ;Hardt Shaped Box; DanielleDeHardt               ;HardtShapedBox; http://hardtshapedbox.blogspot.com                          ; US;US;OK;;
   816 ; Olivia Yuen                          ;Morning Blush; OliviaYuen                    ;MorningBlush; http://morningblushblog.blogspot.com                        ; US;US;OK;;
   632 ; fresh fizzle                         ;FreshFizzle; freshfizzle                   ;FreshFizzle; http://www.freshfizzle.com                                  ; US;US;OK;;
   633 ; Tsangtastic                          ; Tsangtastic                          ; JennyTsang                    ; Tsangtastic                          ; http://www.Tsangtastic.com                                  ; US;US;OK;;
